epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_loss_causal,test_loss_diff,test_loss_kl,test_loss_recon,test_loss_task,test_macro_f1,train_acc,train_bal_acc,train_loss,train_loss_causal,train_loss_diff,train_loss_kl,train_loss_recon,train_loss_task,val/hallucination_acc,val/latent_drift_t0,val_acc,val_bal_acc,val_loss,val_loss_causal,val_loss_diff,val_loss_kl,val_loss_recon,val_loss_task,warmup/gamma_diff,warmup/gamma_kl,warmup/gamma_recon
1,,61,,,,,,,,,,,,,,,,,,,,,0.23650600016117096,0.6682577729225159,0.18703262507915497,2.7468135356903076,0.0,1.145423412322998,0.6025422811508179,0.0,2.6865596771240234,,,
1,,61,,,,,,,,,,,,,0.1664881855249405,,,,,,,,,,,,,,,,,,,
,0.00014000000000000001,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,69,,,,,,,,,,,,0.484375,,2.6760683059692383,0.0,1.1536387205123901,0.5195287466049194,0.0,2.572162628173828,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
,0.00014000000000000001,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,79,,,,,,,,,,,,0.484375,,2.627523183822632,0.0,1.152406930923462,0.48704883456230164,0.0,2.530113458633423,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
,0.00014000000000000001,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,89,,,,,,,,,,,,0.453125,,2.461111545562744,0.0,1.1514344215393066,0.42185989022254944,0.0,2.376739501953125,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
2,,92,,,,,,,,,,,,,,,,,,,,,0.19784030318260193,0.6682577729225159,0.18703262507915497,2.747128963470459,0.0,1.141918659210205,0.3899202048778534,0.0,2.66914439201355,,,
2,,92,,,,,,,,,,,,,0.17564934492111206,,,,,,,,,,,,,,,,,,,
,0.00018500000000000002,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,99,,,,,,,,,,,,0.453125,,2.922461748123169,0.0,1.1495025157928467,0.37178680300712585,0.0,2.8109257221221924,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,0.00018500000000000002,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,109,,,,,,,,,,,,0.609375,,2.6248703002929688,0.0,1.1499662399291992,0.31922009587287903,0.0,2.529104232788086,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,0.00018500000000000002,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,119,,,,,,,,,,,,0.546875,,2.7173478603363037,0.0,1.1510075330734253,0.26131877303123474,0.0,2.6389522552490234,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
3,,123,,,,,,,,,,,,,,,,,,,,,0.17528827488422394,0.6706444025039673,0.19142982363700867,2.7286298274993896,0.0,1.137567162513733,0.2074165940284729,0.0,2.666404962539673,,,
3,,123,,,,,,,,,,,,,0.20239999890327454,,,,,,,,,,,,,,,,,,,
,0.00023000000000000003,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,129,,,,,,,,,,,,0.53125,,2.556972026824951,0.0,1.1534990072250366,0.22897568345069885,0.0,2.4653818607330322,,,,,,,,,,,0.0,0.4000000059604645,0.25
,0.00023000000000000003,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,139,,,,,,,,,,,,0.5,,2.6336708068847656,0.0,1.1481451988220215,0.16193893551826477,0.0,2.5688953399658203,,,,,,,,,,,0.0,0.4000000059604645,0.25
,0.00023000000000000003,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,149,,,,,,,,,,,,0.53125,,2.9449381828308105,0.0,1.1481144428253174,0.14413689076900482,0.0,2.8872833251953125,,,,,,,,,,,0.0,0.4000000059604645,0.25
4,,154,,,,,,,,,,,,,,,,,,,,,0.1546195149421692,0.6133651733398438,0.2445608228445053,2.728322982788086,0.0,1.1394766569137573,0.10876424610614777,0.0,2.684817314147949,,,
4,,154,,,,,,,,,,,,,0.18080595135688782,,,,,,,,,,,,,,,,,,,
,0.000275,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,159,,,,,,,,,,,,0.5,,2.228480339050293,0.0,1.1512326002120972,0.12373548746109009,0.0,2.1666126251220703,,,,,,,,,,,0.0,0.5,0.30000001192092896
,0.000275,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,169,,,,,,,,,,,,0.515625,,2.8762331008911133,0.0,1.1536273956298828,0.09935206174850464,0.0,2.826557159423828,,,,,,,,,,,0.0,0.5,0.30000001192092896
,0.000275,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,179,,,,,,,,,,,,0.40625,,3.433499574661255,0.0,1.1517894268035889,0.07606091350317001,0.0,3.3954691886901855,,,,,,,,,,,0.0,0.5,0.30000001192092896
5,,185,,,,,,,,,,,,,,,,,,,,,0.14100371301174164,0.620525062084198,0.2537679672241211,2.665924072265625,0.0,1.1390645503997803,0.0658017098903656,0.0,2.633023500442505,,,
5,,185,,,,,,,,,,,,,0.1923055797815323,,,,,,,,,,,,,,,,,,,
,0.00032,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,189,,,,,,,,,,,,0.484375,,3.3696324825286865,0.0,1.1511194705963135,0.0838339701294899,0.0,3.3193321228027344,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
,0.00032,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,199,,,,,,,,,,,,0.578125,,2.8583133220672607,0.0,1.1470779180526733,0.06875956058502197,0.0,2.8170576095581055,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
,0.00032,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,209,,,,,,,,,,,,0.453125,,2.5257315635681152,0.0,1.1498663425445557,0.0595654658973217,0.0,2.489992380142212,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
6,,216,,,,,,,,,,,,,,,,,,,,,0.13503819704055786,0.6682577729225159,0.23792865872383118,2.6345086097717285,0.0,1.1356308460235596,0.053882237523794174,0.0,2.602179527282715,,,
6,,216,,,,,,,,,,,,,0.21591119468212128,,,,,,,,,,,,,,,,,,,
,0.00036500000000000004,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,219,,,,,,,,,,,,0.65625,,2.7560935020446777,0.0,1.1492178440093994,0.06210063770413399,0.0,2.712623119354248,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
,0.00036500000000000004,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,229,,,,,,,,,,,,0.421875,,3.3701984882354736,0.0,1.1461315155029297,0.05026106908917427,0.0,3.3350157737731934,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
,0.00036500000000000004,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,239,,,,,,,,,,,,0.703125,,2.984002113342285,0.0,1.1469038724899292,0.06182457134127617,0.0,2.9407248497009277,,,,,,,,,,,0.0,0.699999988079071,0.4000000059604645
7,,247,,,,,,,,,,,,,,,,,,,,,0.12765827775001526,0.4653937816619873,0.25539565086364746,2.732257604598999,0.0,1.135541558265686,0.04364411160349846,0.0,2.701706886291504,,,
7,,247,,,,,,,,,,,,,0.20586249232292175,,,,,,,,,,,,,,,,,,,
,0.00041000000000000005,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,249,,,,,,,,,,,,0.5,,2.4575088024139404,0.0,1.14603853225708,0.04504000023007393,0.0,2.4214768409729004,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
,0.00041000000000000005,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,259,,,,,,,,,,,,0.640625,,2.6463606357574463,0.0,1.143506646156311,0.04418178275227547,0.0,2.6110153198242188,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
,0.00041000000000000005,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,269,,,,,,,,,,,,0.390625,,3.5026767253875732,0.0,1.1480956077575684,0.04210395738482475,0.0,3.468993663787842,,,,,,,,,,,0.0,0.800000011920929,0.44999998807907104
8,,278,,,,,,,,,,,,,,,,,,,,,0.1258048564195633,0.6157518029212952,0.2510947287082672,2.644829511642456,0.0,1.137864351272583,0.03772649168968201,0.0,2.6146485805511475,,,
8,,278,,,,,,,,,,,,,0.21494369208812714,,,,,,,,,,,,,,,,,,,
,0.0004550000000000001,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,279,,,,,,,,,,,,0.59375,,2.7275660037994385,0.0,1.1512823104858398,0.03753894194960594,0.0,2.6937808990478516,,,,,,,,,,,0.0,0.8999999761581421,0.5
,0.0004550000000000001,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,289,,,,,,,,,,,,0.5625,,2.4654903411865234,0.0,1.143109917640686,0.04069170728325844,0.0,2.428867816925049,,,,,,,,,,,0.0,0.8999999761581421,0.5
,0.0004550000000000001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,299,,,,,,,,,,,,0.578125,,2.7602455615997314,0.0,1.1461293697357178,0.030910436064004898,0.0,2.732426166534424,,,,,,,,,,,0.0,0.8999999761581421,0.5
,0.0004550000000000001,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,309,,,,,,,,,,,,0.472222238779068,,3.0560462474823,0.0,1.1458513736724854,0.03223000839352608,0.0,3.0270392894744873,,,,,,,,,,,0.0,0.8999999761581421,0.5
9,,309,,,,,,,,,,,,,,,,,,,,,0.12546995282173157,0.5799522399902344,0.25909730792045593,2.6760449409484863,0.0,1.13701331615448,0.03214876726269722,0.0,2.647110939025879,,,
9,,309,,,,,,,,,,,,,0.21092936396598816,,,,,,,,,,,,,,,,,,,
,0.0005,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,319,,,,,,,,,,,,0.5625,,2.799206018447876,0.0,0.9936970472335815,0.033633604645729065,0.0,2.7630879878997803,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
,0.0005,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,329,,,,,,,,,,,,0.640625,,2.46500825881958,0.0,0.965929388999939,0.027716198936104774,0.0,2.4348771572113037,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
,0.0005,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,339,,,,,,,,,,,,0.515625,,2.6692097187042236,0.0,0.9425074458122253,0.03879113122820854,0.0,2.6280622482299805,,,,,,,,,,,0.05000000074505806,1.0,0.550000011920929
10,,340,,,,,,,,,,,,,,,,,,,,0.5,0.011049296706914902,0.5011933445930481,0.27004769444465637,2.731788396835327,0.0,0.9175834655761719,0.04508793726563454,0.0,2.6844065189361572,,,
10,,340,,,,,,,,,,,,,0.23088283836841583,,,,,,,,,,,,,,,,,,,
,0.0004998492296872263,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,349,,,,,,,,,,,,0.65625,,2.7548654079437256,0.0,0.9260894656181335,0.03651080280542374,0.0,2.713724136352539,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
,0.0004998492296872263,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,359,,,,,,,,,,,,0.578125,,2.4188122749328613,0.0,0.8997584581375122,0.03140717372298241,0.0,2.382906436920166,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
,0.0004998492296872263,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,369,,,,,,,,,,,,0.609375,,2.9362497329711914,0.0,0.8363311290740967,0.026748402044177055,0.0,2.9053196907043457,,,,,,,,,,,0.10000000149011612,1.0,0.6000000238418579
11,,371,,,,,,,,,,,,,,,,,,,,,0.004572737496346235,0.560859203338623,0.25920888781547546,2.6618006229400635,0.0,0.7971559166908264,0.026984797790646553,0.0,2.6308302879333496,,,
11,,371,,,,,,,,,,,,,0.22867116332054138,,,,,,,,,,,,,,,,,,,
,0.0004993971024393066,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,379,,,,,,,,,,,,0.78125,,2.2935261726379395,0.0,0.8536884784698486,0.022304847836494446,0.0,2.2648186683654785,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
,0.0004993971024393066,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,389,,,,,,,,,,,,0.671875,,2.43827748298645,0.0,0.8266854882240295,0.029074078425765038,0.0,2.403003215789795,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
,0.0004993971024393066,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,399,,,,,,,,,,,,0.625,,2.5620341300964355,0.0,0.8009562492370605,0.02574307657778263,0.0,2.5302839279174805,,,,,,,,,,,0.15000000596046448,1.0,0.6499999761581421
12,,402,,,,,,,,,,,,,,,,,,,,,0.004622837528586388,0.5799522399902344,0.27224135398864746,2.651444911956787,0.0,0.7442134618759155,0.03175980970263481,0.0,2.6141037940979004,,,
12,,402,,,,,,,,,,,,,0.25264960527420044,,,,,,,,,,,,,,,,,,,
,0.0004986441691036478,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,409,,,,,,,,,,,,0.6875,,2.8918511867523193,0.0,0.7932508587837219,0.03245583176612854,0.0,2.8514628410339355,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
,0.0004986441691036478,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,419,,,,,,,,,,,,0.546875,,2.6849141120910645,0.0,0.801265299320221,0.03297920897603035,0.0,2.6439223289489746,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
,0.0004986441691036478,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,429,,,,,,,,,,,,0.609375,,2.736863851547241,0.0,0.7853626012802124,0.03416118025779724,0.0,2.6948492527008057,,,,,,,,,,,0.20000000298023224,1.0,0.699999988079071
13,,433,,,,,,,,,,,,,,,,,,,,,0.007608022540807724,0.47255370020866394,0.2627153992652893,2.7594261169433594,0.0,0.7023068070411682,0.04804691672325134,0.0,2.7043561935424805,,,
13,,433,,,,,,,,,,,,,0.2377091348171234,,,,,,,,,,,,,,,,,,,
,0.0004975913470135388,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,439,,,,,,,,,,,,0.546875,,2.5832228660583496,0.0,0.7854135036468506,0.027167487889528275,0.0,2.5462377071380615,,,,,,,,,,,0.25,1.0,0.75
,0.0004975913470135388,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,449,,,,,,,,,,,,0.640625,,2.3499937057495117,0.0,0.7467731237411499,0.024986276403069496,0.0,2.3156728744506836,,,,,,,,,,,0.25,1.0,0.75
,0.0004975913470135388,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,459,,,,,,,,,,,,0.578125,,2.439394474029541,0.0,0.7857635617256165,0.023480163887143135,0.0,2.4060921669006348,,,,,,,,,,,0.25,1.0,0.75
14,,464,,,,,,,,,,,,,,,,,,,,,0.004038678482174873,0.6062052249908447,0.2553727924823761,2.6023635864257812,0.0,0.6856048703193665,0.030147582292556763,0.0,2.563645839691162,,,
14,,464,,,,,,,,,,,,,0.2602991759777069,,,,,,,,,,,,,,,,,,,
,0.0004962399188705217,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,469,,,,,,,,,,,,0.609375,,2.827435255050659,0.0,0.8147871494293213,0.027758756652474403,0.0,2.787454605102539,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
,0.0004962399188705217,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,479,,,,,,,,,,,,0.53125,,2.8968520164489746,0.0,0.757125198841095,0.03325193002820015,0.0,2.852243185043335,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
,0.0004962399188705217,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,489,,,,,,,,,,,,0.609375,,2.5994787216186523,0.0,0.8072547912597656,0.022798430174589157,0.0,2.5645713806152344,,,,,,,,,,,0.30000001192092896,1.0,0.800000011920929
15,,495,,,,,,,,,,,,,,,,,,,,,0.008075820282101631,0.517899751663208,0.2884168028831482,2.7403972148895264,0.0,0.6951616406440735,0.054064370691776276,0.0,2.675905704498291,,,
15,,495,,,,,,,,,,,,,0.2331211268901825,,,,,,,,,,,,,,,,,,,
,0.0004945915311816171,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,499,,,,,,,,,,,,0.578125,,2.380357027053833,0.0,0.8000757694244385,0.03423934057354927,0.0,2.3321163654327393,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
,0.0004945915311816171,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,509,,,,,,,,,,,,0.625,,2.2477309703826904,0.0,0.743479311466217,0.03563355654478073,0.0,2.1990864276885986,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
,0.0004945915311816171,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,519,,,,,,,,,,,,0.625,,2.4852564334869385,0.0,0.7296047210693359,0.017929043620824814,0.0,2.454559326171875,,,,,,,,,,,0.3499999940395355,1.0,0.8500000238418579
16,,526,,,,,,,,,,,,,,,,,,,,,0.005244876258075237,0.5513126254081726,0.23545943200588226,2.6488800048828125,0.0,0.6738375425338745,0.03934863582253456,0.0,2.5977389812469482,,,
16,,526,,,,,,,,,,,,,0.25482094287872314,,,,,,,,,,,,,,,,,,,
,0.0004926481922533092,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,529,,,,,,,,,,,,0.65625,,2.787775993347168,0.0,0.7482843399047852,0.032317038625478745,0.0,2.7404932975769043,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
,0.0004926481922533092,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,539,,,,,,,,,,,,0.65625,,2.2107179164886475,0.0,0.7766774296760559,0.05011509731411934,0.0,2.1450693607330322,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
,0.0004926481922533092,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,549,,,,,,,,,,,,0.53125,,3.0698561668395996,0.0,0.7241467237472534,0.03849359229207039,0.0,3.0168795585632324,,,,,,,,,,,0.4000000059604645,1.0,0.8999999761581421
17,,557,,,,,,,,,,,,,,,,,,,,,0.005655100103467703,0.5369928479194641,0.2705564796924591,2.64990234375,0.0,0.6869913935661316,0.03916340321302414,0.0,2.596998929977417,,,
17,,557,,,,,,,,,,,,,0.3103470802307129,,,,,,,,,,,,,,,,,,,
,0.0004904122697447341,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,559,,,,,,,,,,,,0.5625,,3.162383794784546,0.0,0.7500230073928833,0.026080725714564323,0.0,3.1194276809692383,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
,0.0004904122697447341,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,569,,,,,,,,,,,,0.6875,,2.350022554397583,0.0,0.7630318999290466,0.0335686020553112,0.0,2.299285650253296,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
,0.0004904122697447341,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,579,,,,,,,,,,,,0.640625,,2.0241353511810303,0.0,0.7497726082801819,0.03068763017654419,0.0,1.976577877998352,,,,,,,,,,,0.44999998807907104,1.0,0.949999988079071
18,,588,,,,,,,,,,,,,,,,,,,,,0.0068506477400660515,0.5465393662452698,0.27193376421928406,2.6735262870788574,0.0,0.6799537539482117,0.0463656522333622,0.0,2.61186146736145,,,
18,,588,,,,,,,,,,,,,0.3225235939025879,,,,,,,,,,,,,,,,,,,
,0.00048788648778305075,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,589,,,,,,,,,,,,0.734375,,2.130110502243042,0.0,0.770577073097229,0.034298330545425415,0.0,2.076547622680664,,,,,,,,,,,0.5,1.0,1.0
,0.00048788648778305075,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,599,,,,,,,,,,,,0.546875,,2.594644069671631,0.0,0.7485792636871338,0.03537711128592491,0.0,2.5405526161193848,,,,,,,,,,,0.5,1.0,1.0
,0.00048788648778305075,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,609,,,,,,,,,,,,0.59375,,2.7929258346557617,0.0,0.7563469409942627,0.04633110761642456,0.0,2.7276859283447266,,,,,,,,,,,0.5,1.0,1.0
,0.00048788648778305075,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,619,,,,,,,,,,,,0.5555555820465088,,2.699742555618286,0.0,0.7655807733535767,0.026765018701553345,0.0,2.6538379192352295,,,,,,,,,,,0.5,1.0,1.0
19,,619,,,,,,,,,,,,,,,,,,,,,0.009329123422503471,0.5274463295936584,0.2945985496044159,2.7028887271881104,0.0,0.6807653307914734,0.05402442440390587,0.0,2.631845235824585,,,
19,,619,,,,,,,,,,,,,0.381798654794693,,,,,,,,,,,,,,,,,,,
,0.0004850739236445125,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,629,,,,,,,,,,,,0.65625,,2.3504745960235596,0.0,0.773871898651123,0.06216001510620117,0.0,2.329193115234375,,,,,,,,,,,0.550000011920929,0.0,1.0
,0.0004850739236445125,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,639,,,,,,,,,,,,0.71875,,2.1263673305511475,0.0,0.7502954006195068,0.16221319139003754,0.0,2.10573410987854,,,,,,,,,,,0.550000011920929,0.0,1.0
,0.0004850739236445125,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,649,,,,,,,,,,,,0.640625,,2.495654821395874,0.0,0.7823876738548279,0.13196422159671783,0.0,2.4741392135620117,,,,,,,,,,,0.550000011920929,0.0,1.0
20,,650,,,,,,,,,,,,,,,,,,,,0.25,0.038439247757196426,0.5393794775009155,0.25703662633895874,2.6543731689453125,0.0,0.686847984790802,0.23384924232959747,0.0,2.6354849338531494,,,
20,,650,,,,,,,,,,,,,0.3633209466934204,,,,,,,,,,,,,,,,,,,
,0.0004819780040052801,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,659,,,,,,,,,,,,0.75,,1.7645479440689087,0.0,0.7827334403991699,0.14221565425395966,0.0,1.7268444299697876,,,,,,,,,,,0.6000000238418579,0.10000000149011612,1.0
,0.0004819780040052801,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,669,,,,,,,,,,,,0.671875,,2.3708479404449463,0.0,0.8088870048522949,0.17455139756202698,0.0,2.3291261196136475,,,,,,,,,,,0.6000000238418579,0.10000000149011612,1.0
,0.0004819780040052801,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,679,,,,,,,,,,,,0.609375,,2.3647701740264893,0.0,0.7854129672050476,0.14457577466964722,0.0,2.3267502784729004,,,,,,,,,,,0.6000000238418579,0.10000000149011612,1.0
21,,681,,,,,,,,,,,,,,,,,,,,,0.041140563786029816,0.5298329591751099,0.31307700276374817,2.750096321105957,0.0,0.681277334690094,0.2696034610271454,0.0,2.702697992324829,,,
21,,681,,,,,,,,,,,,,0.4290848672389984,,,,,,,,,,,,,,,,,,,
,0.0004786025007665439,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,689,,,,,,,,,,,,0.6875,,2.2859034538269043,0.0,0.7665364742279053,0.13151425123214722,0.0,2.2346882820129395,,,,,,,,,,,0.6499999761581421,0.20000000298023224,1.0
,0.0004786025007665439,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,699,,,,,,,,,,,,0.640625,,2.186882257461548,0.0,0.7724764943122864,0.1129138395190239,0.0,2.1391940116882324,,,,,,,,,,,0.6499999761581421,0.20000000298023224,1.0
,0.0004786025007665439,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,709,,,,,,,,,,,,0.71875,,2.722358226776123,0.0,0.7451918125152588,0.10754740238189697,0.0,2.6766300201416016,,,,,,,,,,,0.6499999761581421,0.20000000298023224,1.0
22,,712,,,,,,,,,,,,,,,,,,,,,0.0266274306923151,0.5417661070823669,0.31669163703918457,2.7194347381591797,0.0,0.6666247248649597,0.16189345717430115,0.0,2.665390968322754,,,
22,,712,,,,,,,,,,,,,0.4234105944633484,,,,,,,,,,,,,,,,,,,
,0.00047495152645904404,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,719,,,,,,,,,,,,0.59375,,2.9349701404571533,0.0,0.7533976435661316,0.09885217994451523,0.0,2.8789455890655518,,,,,,,,,,,0.699999988079071,0.30000001192092896,1.0
,0.00047495152645904404,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,729,,,,,,,,,,,,0.65625,,2.5336363315582275,0.0,0.7527153491973877,0.09104690700769424,0.0,2.4799771308898926,,,,,,,,,,,0.699999988079071,0.30000001192092896,1.0
,0.00047495152645904404,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
