epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_loss_causal,test_loss_diff,test_loss_kl,test_loss_recon,test_loss_task,test_macro_f1,train_acc,train_bal_acc,train_loss,train_loss_causal,train_loss_diff,train_loss_kl,train_loss_recon,train_loss_task,val_acc,val_bal_acc,val_loss,val_loss_causal,val_loss_diff,val_loss_kl,val_loss_recon,val_loss_task,warmup/gamma_diff,warmup/gamma_kl,warmup/gamma_recon
25,,779,,,,,,,,,,,,0.75,,1.7262648344039917,0.0,0.0,0.0,0.0,1.7262648344039917,,,,,,,,,0.800000011920929,0.5,1.0
,0.0004668412874366488,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,789,,,,,,,,,,,,0.765625,,1.7239761352539062,0.0,0.0,0.0,0.0,1.7239761352539062,,,,,,,,,0.800000011920929,0.5,1.0
,0.0004668412874366488,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,799,,,,,,,,,,,,0.640625,,2.1384449005126953,0.0,0.0,0.0,0.0,2.1384449005126953,,,,,,,,,0.800000011920929,0.5,1.0
25,,805,,,,,,,,,,,,,,,,,,,,0.6229116916656494,0.3016587495803833,2.758394479751587,0.0,0.0,0.0,0.0,2.758394479751587,,,
25,,805,,,,,,,,,,,,,0.6868448257446289,,,,,,,,,,,,,,,,,
,0.0004623919037987156,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,809,,,,,,,,,,,,0.8125,,1.6925766468048096,0.0,0.0,0.0,0.0,1.6925766468048096,,,,,,,,,0.8500000238418579,0.6000000238418579,1.0
,0.0004623919037987156,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,819,,,,,,,,,,,,0.828125,,1.3570761680603027,0.0,0.0,0.0,0.0,1.3570761680603027,,,,,,,,,0.8500000238418579,0.6000000238418579,1.0
,0.0004623919037987156,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,829,,,,,,,,,,,,0.765625,,1.4742810726165771,0.0,0.0,0.0,0.0,1.4742810726165771,,,,,,,,,0.8500000238418579,0.6000000238418579,1.0
26,,836,,,,,,,,,,,,,,,,,,,,0.6038185954093933,0.29218125343322754,2.8272757530212402,0.0,0.0,0.0,0.0,2.8272757530212402,,,
26,,836,,,,,,,,,,,,,0.7457857728004456,,,,,,,,,,,,,,,,,
,0.000457686799207373,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,839,,,,,,,,,,,,0.796875,,1.4529225826263428,0.0,0.0,0.0,0.0,1.4529225826263428,,,,,,,,,0.8999999761581421,0.699999988079071,1.0
,0.000457686799207373,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,849,,,,,,,,,,,,0.78125,,1.582324743270874,0.0,0.0,0.0,0.0,1.582324743270874,,,,,,,,,0.8999999761581421,0.699999988079071,1.0
,0.000457686799207373,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,859,,,,,,,,,,,,0.859375,,1.3844528198242188,0.0,0.0,0.0,0.0,1.3844528198242188,,,,,,,,,0.8999999761581421,0.699999988079071,1.0
27,,867,,,,,,,,,,,,,,,,,,,,0.5346062183380127,0.2720387876033783,3.0229711532592773,0.0,0.0,0.0,0.0,3.0229711532592773,,,
27,,867,,,,,,,,,,,,,0.7594067454338074,,,,,,,,,,,,,,,,,
,0.00045273170610779967,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,869,,,,,,,,,,,,0.84375,,1.3463892936706543,0.0,0.0,0.0,0.0,1.3463892936706543,,,,,,,,,0.949999988079071,0.800000011920929,1.0
,0.00045273170610779967,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,879,,,,,,,,,,,,0.75,,1.5956287384033203,0.0,0.0,0.0,0.0,1.5956287384033203,,,,,,,,,0.949999988079071,0.800000011920929,1.0
,0.00045273170610779967,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,889,,,,,,,,,,,,0.890625,,1.4239823818206787,0.0,0.0,0.0,0.0,1.4239823818206787,,,,,,,,,0.949999988079071,0.800000011920929,1.0
28,,898,,,,,,,,,,,,,,,,,,,,0.6252983212471008,0.2963385283946991,2.896435499191284,0.0,0.0,0.0,0.0,2.896435499191284,,,
28,,898,,,,,,,,,,,,,0.7953410744667053,,,,,,,,,,,,,,,,,
,0.0004475326615176639,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,899,,,,,,,,,,,,0.78125,,1.7469474077224731,0.0,0.0,0.0,0.0,1.7469474077224731,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0004475326615176639,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,909,,,,,,,,,,,,0.71875,,1.6886383295059204,0.0,0.0,0.0,0.0,1.6886383295059204,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0004475326615176639,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,919,,,,,,,,,,,,0.765625,,1.6212480068206787,0.0,0.0,0.0,0.0,1.6212480068206787,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0004475326615176639,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,929,,,,,,,,,,,,0.8611111044883728,,1.2473827600479126,0.0,0.0,0.0,0.0,1.2473827600479126,,,,,,,,,1.0,0.8999999761581421,1.0
29,,929,,,,,,,,,,,,,,,,,,,,0.577565610408783,0.2612190842628479,3.0546088218688965,0.0,0.0,0.0,0.0,3.0546088218688965,,,
29,,929,,,,,,,,,,,,,0.7929379940032959,,,,,,,,,,,,,,,,,
,0.0004420959996719472,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,939,,,,,,,,,,,,0.78125,,1.4507439136505127,0.0,0.0,0.0,0.0,1.4507439136505127,,,,,,,,,1.0,1.0,1.0
,0.0004420959996719472,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,949,,,,,,,,,,,,0.765625,,1.67258882522583,0.0,0.0,0.0,0.0,1.67258882522583,,,,,,,,,1.0,1.0,1.0
,0.0004420959996719472,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,959,,,,,,,,,,,,0.78125,,1.8131380081176758,0.0,0.0,0.0,0.0,1.8131380081176758,,,,,,,,,1.0,1.0,1.0
30,,960,,,,,,,,,,,,,,,,,,,,0.560859203338623,0.24817430973052979,3.150385856628418,0.0,0.0,0.0,0.0,3.150385856628418,,,
30,,960,,,,,,,,,,,,,0.7832759618759155,,,,,,,,,,,,,,,,,
,0.0004364283443056552,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,969,,,,,,,,,,,,0.859375,,1.6495976448059082,0.0,0.0,0.0,0.0,1.6495976448059082,,,,,,,,,1.0,1.0,1.0
,0.0004364283443056552,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,979,,,,,,,,,,,,0.78125,,1.645266056060791,0.0,0.0,0.0,0.0,1.645266056060791,,,,,,,,,1.0,1.0,1.0
,0.0004364283443056552,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,989,,,,,,,,,,,,0.84375,,1.858001947402954,0.0,0.0,0.0,0.0,1.858001947402954,,,,,,,,,1.0,1.0,1.0
31,,991,,,,,,,,,,,,,,,,,,,,0.5632458329200745,0.2498026192188263,3.027721405029297,0.0,0.0,0.0,0.0,3.027721405029297,,,
31,,991,,,,,,,,,,,,,0.7842381000518799,,,,,,,,,,,,,,,,,
,0.00043053660058381627,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,999,,,,,,,,,,,,0.90625,,1.1402587890625,0.0,0.0,0.0,0.0,1.1402587890625,,,,,,,,,1.0,1.0,1.0
,0.00043053660058381627,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,1009,,,,,,,,,,,,0.875,,1.2457201480865479,0.0,0.0,0.0,0.0,1.2457201480865479,,,,,,,,,1.0,1.0,1.0
,0.00043053660058381627,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,1019,,,,,,,,,,,,0.828125,,1.4058070182800293,0.0,0.0,0.0,0.0,1.4058070182800293,,,,,,,,,1.0,1.0,1.0
32,,1022,,,,,,,,,,,,,,,,,,,,0.5465393662452698,0.23434701561927795,3.1578400135040283,0.0,0.0,0.0,0.0,3.1578400135040283,,,
32,,1022,,,,,,,,,,,,,0.8166764378547668,,,,,,,,,,,,,,,,,
,0.0004244279466886019,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,1029,,,,,,,,,,,,0.859375,,1.4739232063293457,0.0,0.0,0.0,0.0,1.4739232063293457,,,,,,,,,1.0,1.0,1.0
,0.0004244279466886019,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,1039,,,,,,,,,,,,0.859375,,1.5325969457626343,0.0,0.0,0.0,0.0,1.5325969457626343,,,,,,,,,1.0,1.0,1.0
,0.0004244279466886019,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,1049,,,,,,,,,,,,0.84375,,1.3488056659698486,0.0,0.0,0.0,0.0,1.3488056659698486,,,,,,,,,1.0,1.0,1.0
33,,1053,,,,,,,,,,,,,,,,,,,,0.5823389291763306,0.21881413459777832,3.129359006881714,0.0,0.0,0.0,0.0,3.129359006881714,,,
33,,1053,,,,,,,,,,,,,0.8142269849777222,,,,,,,,,,,,,,,,,
,0.00041810982507381754,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,1059,,,,,,,,,,,,0.8125,,1.4468803405761719,0.0,0.0,0.0,0.0,1.4468803405761719,,,,,,,,,1.0,1.0,1.0
,0.00041810982507381754,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,1069,,,,,,,,,,,,0.828125,,1.5622273683547974,0.0,0.0,0.0,0.0,1.5622273683547974,,,,,,,,,1.0,1.0,1.0
,0.00041810982507381754,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,1079,,,,,,,,,,,,0.875,,1.233407974243164,0.0,0.0,0.0,0.0,1.233407974243164,,,,,,,,,1.0,1.0,1.0
34,,1084,,,,,,,,,,,,,,,,,,,,0.5560859441757202,0.24293465912342072,3.24191951751709,0.0,0.0,0.0,0.0,3.24191951751709,,,
34,,1084,,,,,,,,,,,,,0.8018728494644165,,,,,,,,,,,,,,,,,
,0.0004115899333974186,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1089,,,,,,,,,,,,0.84375,,1.3089213371276855,0.0,0.0,0.0,0.0,1.3089213371276855,,,,,,,,,1.0,1.0,1.0
,0.0004115899333974186,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1099,,,,,,,,,,,,0.8125,,1.5227513313293457,0.0,0.0,0.0,0.0,1.5227513313293457,,,,,,,,,1.0,1.0,1.0
,0.0004115899333974186,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1109,,,,,,,,,,,,0.90625,,1.3185551166534424,0.0,0.0,0.0,0.0,1.3185551166534424,,,,,,,,,1.0,1.0,1.0
35,,1115,,,,,,,,,,,,,,,,,,,,0.5489259958267212,0.2681048810482025,3.164978265762329,0.0,0.0,0.0,0.0,3.164978265762329,,,
35,,1115,,,,,,,,,,,,,0.8220996260643005,,,,,,,,,,,,,,,,,
,0.0004048762151431006,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,1119,,,,,,,,,,,,0.8125,,1.7463197708129883,0.0,0.0,0.0,0.0,1.7463197708129883,,,,,,,,,1.0,1.0,1.0
,0.0004048762151431006,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,1129,,,,,,,,,,,,0.921875,,1.2871220111846924,0.0,0.0,0.0,0.0,1.2871220111846924,,,,,,,,,1.0,1.0,1.0
,0.0004048762151431006,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,1139,,,,,,,,,,,,0.84375,,1.4795551300048828,0.0,0.0,0.0,0.0,1.4795551300048828,,,,,,,,,1.0,1.0,1.0
36,,1146,,,,,,,,,,,,,,,,,,,,0.6133651733398438,0.2542620599269867,3.1078896522521973,0.0,0.0,0.0,0.0,3.1078896522521973,,,
36,,1146,,,,,,,,,,,,,0.8286553621292114,,,,,,,,,,,,,,,,,
,0.0003979768499423873,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,1149,,,,,,,,,,,,0.859375,,1.1460886001586914,0.0,0.0,0.0,0.0,1.1460886001586914,,,,,,,,,1.0,1.0,1.0
,0.0003979768499423873,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,1159,,,,,,,,,,,,0.890625,,1.3258211612701416,0.0,0.0,0.0,0.0,1.3258211612701416,,,,,,,,,1.0,1.0,1.0
,0.0003979768499423873,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,1169,,,,,,,,,,,,0.84375,,1.516981601715088,0.0,0.0,0.0,0.0,1.516981601715088,,,,,,,,,1.0,1.0,1.0
37,,1177,,,,,,,,,,,,,,,,,,,,0.5966587066650391,0.23835663497447968,3.0993430614471436,0.0,0.0,0.0,0.0,3.0993430614471436,,,
37,,1177,,,,,,,,,,,,,0.8059341311454773,,,,,,,,,,,,,,,,,
,0.00039090024360901,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1179,,,,,,,,,,,,0.875,,1.2460227012634277,0.0,0.0,0.0,0.0,1.2460227012634277,,,,,,,,,1.0,1.0,1.0
,0.00039090024360901,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1189,,,,,,,,,,,,0.84375,,1.8959805965423584,0.0,0.0,0.0,0.0,1.8959805965423584,,,,,,,,,1.0,1.0,1.0
,0.00039090024360901,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1199,,,,,,,,,,,,0.859375,,1.1747645139694214,0.0,0.0,0.0,0.0,1.1747645139694214,,,,,,,,,1.0,1.0,1.0
38,,1208,,,,,,,,,,,,,,,,,,,,0.5584725737571716,0.23711515963077545,3.194819450378418,0.0,0.0,0.0,0.0,3.194819450378418,,,
38,,1208,,,,,,,,,,,,,0.8130134344100952,,,,,,,,,,,,,,,,,
,0.00038365501789771835,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1209,,,,,,,,,,,,0.90625,,1.1927587985992432,0.0,0.0,0.0,0.0,1.1927587985992432,,,,,,,,,1.0,1.0,1.0
,0.00038365501789771835,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1219,,,,,,,,,,,,0.921875,,1.1286388635635376,0.0,0.0,0.0,0.0,1.1286388635635376,,,,,,,,,1.0,1.0,1.0
,0.00038365501789771835,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1229,,,,,,,,,,,,0.8125,,1.3446533679962158,0.0,0.0,0.0,0.0,1.3446533679962158,,,,,,,,,1.0,1.0,1.0
,0.00038365501789771835,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1239,,,,,,,,,,,,0.8888888955116272,,1.104612112045288,0.0,0.0,0.0,0.0,1.104612112045288,,,,,,,,,1.0,1.0,1.0
39,,1239,,,,,,,,,,,,,,,,,,,,0.5990453362464905,0.25225260853767395,3.1030361652374268,0.0,0.0,0.0,0.0,3.1030361652374268,,,
39,,1239,,,,,,,,,,,,,0.8242625594139099,,,,,,,,,,,,,,,,,
,0.0003762500000000001,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1249,,,,,,,,,,,,0.90625,,1.0190796852111816,0.0,0.0,0.0,0.0,1.0190796852111816,,,,,,,,,1.0,0.0,1.0
,0.0003762500000000001,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1259,,,,,,,,,,,,0.8125,,1.5123783349990845,0.0,0.0,0.0,0.0,1.5123783349990845,,,,,,,,,1.0,0.0,1.0
,0.0003762500000000001,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1269,,,,,,,,,,,,0.921875,,1.055008888244629,0.0,0.0,0.0,0.0,1.055008888244629,,,,,,,,,1.0,0.0,1.0
40,,1270,,,,,,,,,,,,,,,,,,,,0.5871121883392334,0.2450132519006729,3.317189931869507,0.0,0.0,0.0,0.0,3.317189931869507,,,
40,,1270,,,,,,,,,,,,,0.8348626494407654,,,,,,,,,,,,,,,,,
,0.00036869421178950805,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,1279,,,,,,,,,,,,0.953125,,1.1213819980621338,0.0,0.0,0.0,0.0,1.1213819980621338,,,,,,,,,1.0,0.10000000149011612,1.0
,0.00036869421178950805,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,1289,,,,,,,,,,,,0.953125,,0.9751628637313843,0.0,0.0,0.0,0.0,0.9751628637313843,,,,,,,,,1.0,0.10000000149011612,1.0
,0.00036869421178950805,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,1299,,,,,,,,,,,,0.921875,,1.2163505554199219,0.0,0.0,0.0,0.0,1.2163505554199219,,,,,,,,,1.0,0.10000000149011612,1.0
41,,1301,,,,,,,,,,,,,,,,,,,,0.5322195887565613,0.24068419635295868,3.388791084289551,0.0,0.0,0.0,0.0,3.388791084289551,,,
41,,1301,,,,,,,,,,,,,0.8567889928817749,,,,,,,,,,,,,,,,,
,0.00036099685883029674,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,1309,,,,,,,,,,,,0.859375,,1.336759328842163,0.0,0.0,0.0,0.0,1.336759328842163,,,,,,,,,1.0,0.20000000298023224,1.0
,0.00036099685883029674,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,1319,,,,,,,,,,,,0.953125,,1.0274488925933838,0.0,0.0,0.0,0.0,1.0274488925933838,,,,,,,,,1.0,0.20000000298023224,1.0
,0.00036099685883029674,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,1329,,,,,,,,,,,,0.9375,,1.003754734992981,0.0,0.0,0.0,0.0,1.003754734992981,,,,,,,,,1.0,0.20000000298023224,1.0
42,,1332,,,,,,,,,,,,,,,,,,,,0.584725558757782,0.24037884175777435,3.3424434661865234,0.0,0.0,0.0,0.0,3.3424434661865234,,,
42,,1332,,,,,,,,,,,,,0.9113858342170715,,,,,,,,,,,,,,,,,
,0.0003531673191612606,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,1339,,,,,,,,,,,,0.921875,,1.1458206176757812,0.0,0.0,0.0,0.0,1.1458206176757812,,,,,,,,,1.0,0.30000001192092896,1.0
,0.0003531673191612606,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,1349,,,,,,,,,,,,0.96875,,0.9506637454032898,0.0,0.0,0.0,0.0,0.9506637454032898,,,,,,,,,1.0,0.30000001192092896,1.0
,0.0003531673191612606,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,1359,,,,,,,,,,,,0.875,,1.2429530620574951,0.0,0.0,0.0,0.0,1.2429530620574951,,,,,,,,,1.0,0.30000001192092896,1.0
43,,1363,,,,,,,,,,,,,,,,,,,,0.5465393662452698,0.311758428812027,3.35469126701355,0.0,0.0,0.0,0.0,3.35469126701355,,,
43,,1363,,,,,,,,,,,,,0.8898337483406067,,,,,,,,,,,,,,,,,
,0.0003452151318704383,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,1369,,,,,,,,,,,,0.921875,,1.1455154418945312,0.0,0.0,0.0,0.0,1.1455154418945312,,,,,,,,,1.0,0.4000000059604645,1.0
,0.0003452151318704383,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,1379,,,,,,,,,,,,0.859375,,1.1274521350860596,0.0,0.0,0.0,0.0,1.1274521350860596,,,,,,,,,1.0,0.4000000059604645,1.0
,0.0003452151318704383,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,1389,,,,,,,,,,,,0.84375,,1.6124427318572998,0.0,0.0,0.0,0.0,1.6124427318572998,,,,,,,,,1.0,0.4000000059604645,1.0
44,,1394,,,,,,,,,,,,,,,,,,,,0.5727923512458801,0.24335572123527527,3.257901430130005,0.0,0.0,0.0,0.0,3.257901430130005,,,
44,,1394,,,,,,,,,,,,,0.8660041093826294,,,,,,,,,,,,,,,,,
,0.0003371499854731031,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,1399,,,,,,,,,,,,0.96875,,1.1911840438842773,0.0,0.0,0.0,0.0,1.1911840438842773,,,,,,,,,1.0,0.5,1.0
,0.0003371499854731031,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,1409,,,,,,,,,,,,0.90625,,1.250199794769287,0.0,0.0,0.0,0.0,1.250199794769287,,,,,,,,,1.0,0.5,1.0
,0.0003371499854731031,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,1419,,,,,,,,,,,,0.890625,,1.4100048542022705,0.0,0.0,0.0,0.0,1.4100048542022705,,,,,,,,,1.0,0.5,1.0
45,,1425,,,,,,,,,,,,,,,,,,,,0.6014319658279419,0.22245906293392181,3.294332265853882,0.0,0.0,0.0,0.0,3.294332265853882,,,
45,,1425,,,,,,,,,,,,,0.8966368436813354,,,,,,,,,,,,,,,,,
,0.00032898170610779956,1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,1429,,,,,,,,,,,,0.90625,,1.3051843643188477,0.0,0.0,0.0,0.0,1.3051843643188477,,,,,,,,,1.0,0.6000000238418579,1.0
,0.00032898170610779956,1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,1439,,,,,,,,,,,,0.9375,,1.0744905471801758,0.0,0.0,0.0,0.0,1.0744905471801758,,,,,,,,,1.0,0.6000000238418579,1.0
,0.00032898170610779956,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,1449,,,,,,,,,,,,0.875,,1.2639880180358887,0.0,0.0,0.0,0.0,1.2639880180358887,,,,,,,,,1.0,0.6000000238418579,1.0
46,,1456,,,,,,,,,,,,,,,,,,,,0.5417661070823669,0.25499120354652405,3.481039524078369,0.0,0.0,0.0,0.0,3.481039524078369,,,
46,,1456,,,,,,,,,,,,,0.8653082847595215,,,,,,,,,,,,,,,,,
,0.00032072024556470733,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,1459,,,,,,,,,,,,0.875,,1.1051663160324097,0.0,0.0,0.0,0.0,1.1051663160324097,,,,,,,,,1.0,0.699999988079071,1.0
,0.00032072024556470733,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,1469,,,,,,,,,,,,0.90625,,1.0017286539077759,0.0,0.0,0.0,0.0,1.0017286539077759,,,,,,,,,1.0,0.699999988079071,1.0
,0.00032072024556470733,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,1479,,,,,,,,,,,,0.875,,1.3951600790023804,0.0,0.0,0.0,0.0,1.3951600790023804,,,,,,,,,1.0,0.699999988079071,1.0
47,,1487,,,,,,,,,,,,,,,,,,,,0.584725558757782,0.2351212203502655,3.321979284286499,0.0,0.0,0.0,0.0,3.321979284286499,,,
47,,1487,,,,,,,,,,,,,0.8644099235534668,,,,,,,,,,,,,,,,,
,0.0003123756691609178,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,1489,,,,,,,,,,,,0.9375,,1.1659536361694336,0.0,0.0,0.0,0.0,1.1659536361694336,,,,,,,,,1.0,0.800000011920929,1.0
,0.0003123756691609178,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,1499,,,,,,,,,,,,0.90625,,1.0392645597457886,0.0,0.0,0.0,0.0,1.0392645597457886,,,,,,,,,1.0,0.800000011920929,1.0
,0.0003123756691609178,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,1509,,,,,,,,,,,,0.90625,,1.1659023761749268,0.0,0.0,0.0,0.0,1.1659023761749268,,,,,,,,,1.0,0.800000011920929,1.0
48,,1518,,,,,,,,,,,,,,,,,,,,0.5465393662452698,0.23781079053878784,3.434418201446533,0.0,0.0,0.0,0.0,3.434418201446533,,,
48,,1518,,,,,,,,,,,,,0.9137393236160278,,,,,,,,,,,,,,,,,
,0.0003039581434773955,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,1519,,,,,,,,,,,,0.921875,,1.2064547538757324,0.0,0.0,0.0,0.0,1.2064547538757324,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0003039581434773955,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,1529,,,,,,,,,,,,0.953125,,0.9941445589065552,0.0,0.0,0.0,0.0,0.9941445589065552,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0003039581434773955,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,1539,,,,,,,,,,,,0.921875,,1.0278502702713013,0.0,0.0,0.0,0.0,1.0278502702713013,,,,,,,,,1.0,0.8999999761581421,1.0
,0.0003039581434773955,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,1549,,,,,,,,,,,,0.944444477558136,,0.982878565788269,0.0,0.0,0.0,0.0,0.982878565788269,,,,,,,,,1.0,0.8999999761581421,1.0
49,,1549,,,,,,,,,,,,,,,,,,,,0.5871121883392334,0.25066933035850525,3.3670051097869873,0.0,0.0,0.0,0.0,3.3670051097869873,,,
49,,1549,,,,,,,,,,,,,0.898563802242279,,,,,,,,,,,,,,,,,
50,,1550,0.5404762029647827,0.612365186214447,0.2764522135257721,0.2905674874782562,2.8187813758850098,0.0,0.0,0.0,0.0,2.8187813758850098,0.25769904255867004,,,,,,,,,,,,,,,,,,,
