epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_cmd,test_loss,test_macro_f1,train_acc,train_cmd,train_loss,val_acc,val_bal_acc,val_cmd,val_loss
13,,419,,,,,,,,0.71875,0.005578330717980862,1.0255005359649658,,,,
,0.0004986441691036478,429,,,,,,,,,,,,,,
13,,429,,,,,,,,0.71875,0.004428243264555931,0.9849088191986084,,,,
13,,433,,,,,,,,,,,0.6682577729225159,0.251483678817749,0.004247673787176609,1.1507527828216553
,0.0004975913470135388,439,,,,,,,,,,,,,,
14,,439,,,,,,,,0.796875,0.0034039579331874847,0.9107567071914673,,,,
,0.0004975913470135388,449,,,,,,,,,,,,,,
14,,449,,,,,,,,0.765625,0.004569840617477894,0.9524774551391602,,,,
,0.0004975913470135388,459,,,,,,,,,,,,,,
14,,459,,,,,,,,0.65625,0.005320757161825895,1.073654055595398,,,,
14,,464,,,,,,,,,,,0.6754176616668701,0.2431551069021225,0.004447850864380598,1.1709728240966797
,0.0004962399188705217,469,,,,,,,,,,,,,,
15,,469,,,,,,,,0.796875,0.0036429453175514936,0.9182295799255371,,,,
,0.0004962399188705217,479,,,,,,,,,,,,,,
15,,479,,,,,,,,0.765625,0.0058565507642924786,0.9441673755645752,,,,
,0.0004962399188705217,489,,,,,,,,,,,,,,
15,,489,,,,,,,,0.75,0.006458671297878027,0.9390260577201843,,,,
15,,495,,,,,,,,,,,0.6658711433410645,0.24630753695964813,0.005035171285271645,1.1970256567001343
,0.0004945915311816171,499,,,,,,,,,,,,,,
16,,499,,,,,,,,0.71875,0.004670341499149799,0.9814881682395935,,,,
,0.0004945915311816171,509,,,,,,,,,,,,,,
16,,509,,,,,,,,0.84375,0.0043182047083973885,0.9298917651176453,,,,
,0.0004945915311816171,519,,,,,,,,,,,,,,
16,,519,,,,,,,,0.765625,0.004115592688322067,0.9099084734916687,,,,
16,,526,,,,,,,,,,,0.6754176616668701,0.2376413494348526,0.004417200107127428,1.2164727449417114
,0.0004926481922533092,529,,,,,,,,,,,,,,
17,,529,,,,,,,,0.78125,0.004269064404070377,0.872346043586731,,,,
,0.0004926481922533092,539,,,,,,,,,,,,,,
17,,539,,,,,,,,0.859375,0.004725882317870855,0.7646903991699219,,,,
,0.0004926481922533092,549,,,,,,,,,,,,,,
17,,549,,,,,,,,0.78125,0.0036780904047191143,0.8715014457702637,,,,
17,,557,,,,,,,,,,,0.6420047879219055,0.25903671979904175,0.004569838754832745,1.2190122604370117
,0.0004904122697447341,559,,,,,,,,,,,,,,
18,,559,,,,,,,,0.796875,0.004290905315428972,0.8199495673179626,,,,
,0.0004904122697447341,569,,,,,,,,,,,,,,
18,,569,,,,,,,,0.828125,0.004273181781172752,0.8303573131561279,,,,
,0.0004904122697447341,579,,,,,,,,,,,,,,
18,,579,,,,,,,,0.8125,0.004483198747038841,0.9245355725288391,,,,
18,,588,,,,,,,,,,,0.620525062084198,0.27823030948638916,0.0043570976704359055,1.2503104209899902
,0.00048788648778305075,589,,,,,,,,,,,,,,
19,,589,,,,,,,,0.84375,0.004034084267914295,0.750613808631897,,,,
,0.00048788648778305075,599,,,,,,,,,,,,,,
19,,599,,,,,,,,0.765625,0.004271631129086018,0.9130101799964905,,,,
,0.00048788648778305075,609,,,,,,,,,,,,,,
19,,609,,,,,,,,0.8125,0.004431579262018204,0.8523532748222351,,,,
,0.00048788648778305075,619,,,,,,,,,,,,,,
19,,619,,,,,,,,0.7222222089767456,0.0054361866787076,0.9638313055038452,,,,
19,,619,,,,,,,,,,,0.656324565410614,0.2530381679534912,0.004314054269343615,1.2511184215545654
,0.0004850739236445125,629,,,,,,,,,,,,,,
20,,629,,,,,,,,0.875,0.00493447482585907,0.7938597798347473,,,,
,0.0004850739236445125,639,,,,,,,,,,,,,,
20,,639,,,,,,,,0.875,0.004231690429151058,0.7413097620010376,,,,
,0.0004850739236445125,649,,,,,,,,,,,,,,
20,,649,,,,,,,,0.828125,0.0038154893554747105,0.8141916394233704,,,,
20,,650,,,,,,,,,,,0.6515513062477112,0.2650316059589386,0.004293561913073063,1.2952972650527954
,0.0004819780040052801,659,,,,,,,,,,,,,,
21,,659,,,,,,,,0.84375,0.004360723774880171,0.8324161171913147,,,,
,0.0004819780040052801,669,,,,,,,,,,,,,,
21,,669,,,,,,,,0.84375,0.005336045287549496,0.7976272702217102,,,,
,0.0004819780040052801,679,,,,,,,,,,,,,,
21,,679,,,,,,,,0.8125,0.004117182921618223,0.883155345916748,,,,
21,,681,,,,,,,,,,,0.6133651733398438,0.250625878572464,0.004233873449265957,1.2865900993347168
,0.0004786025007665439,689,,,,,,,,,,,,,,
22,,689,,,,,,,,0.734375,0.003571903333067894,0.9045366644859314,,,,
,0.0004786025007665439,699,,,,,,,,,,,,,,
22,,699,,,,,,,,0.828125,0.004516138695180416,0.7909417748451233,,,,
,0.0004786025007665439,709,,,,,,,,,,,,,,
22,,709,,,,,,,,0.8125,0.004636446945369244,0.806734561920166,,,,
22,,712,,,,,,,,,,,0.6348448395729065,0.23915693163871765,0.004471407737582922,1.317995309829712
,0.00047495152645904404,719,,,,,,,,,,,,,,
23,,719,,,,,,,,0.8125,0.004171339794993401,0.8323540687561035,,,,
,0.00047495152645904404,729,,,,,,,,,,,,,,
23,,729,,,,,,,,0.921875,0.005663273856043816,0.7409180402755737,,,,
,0.00047495152645904404,739,,,,,,,,,,,,,,
23,,739,,,,,,,,0.859375,0.004137958865612745,0.7427574992179871,,,,
23,,743,,,,,,,,,,,0.6181384325027466,0.24650712311267853,0.004417157266288996,1.31793212890625
,0.00047102952923258466,749,,,,,,,,,,,,,,
24,,749,,,,,,,,0.875,0.0037018645089119673,0.7555973529815674,,,,
,0.00047102952923258466,759,,,,,,,,,,,,,,
24,,759,,,,,,,,0.859375,0.004869100637733936,0.7615246176719666,,,,
,0.00047102952923258466,769,,,,,,,,,,,,,,
24,,769,,,,,,,,0.84375,0.0038835005834698677,0.736169695854187,,,,
24,,774,,,,,,,,,,,0.6252983212471008,0.24936674535274506,0.00457900483161211,1.3501214981079102
,0.0004668412874366488,779,,,,,,,,,,,,,,
25,,779,,,,,,,,0.9375,0.0049890330992639065,0.6454861164093018,,,,
,0.0004668412874366488,789,,,,,,,,,,,,,,
25,,789,,,,,,,,0.921875,0.005168667063117027,0.6150711178779602,,,,
,0.0004668412874366488,799,,,,,,,,,,,,,,
25,,799,,,,,,,,0.875,0.003941661212593317,0.7290896773338318,,,,
25,,805,,,,,,,,,,,0.6062052249908447,0.27036333084106445,0.00462599890306592,1.3904602527618408
,0.0004623919037987156,809,,,,,,,,,,,,,,
26,,809,,,,,,,,0.890625,0.004136810544878244,0.7066726088523865,,,,
,0.0004623919037987156,819,,,,,,,,,,,,,,
26,,819,,,,,,,,0.90625,0.003916539251804352,0.6808305382728577,,,,
,0.0004623919037987156,829,,,,,,,,,,,,,,
26,,829,,,,,,,,0.90625,0.0039426470175385475,0.668407678604126,,,,
26,,836,,,,,,,,,,,0.6420047879219055,0.22576762735843658,0.004415781702846289,1.3934693336486816
,0.000457686799207373,839,,,,,,,,,,,,,,
27,,839,,,,,,,,0.9375,0.0035676537081599236,0.6226394176483154,,,,
,0.000457686799207373,849,,,,,,,,,,,,,,
27,,849,,,,,,,,0.921875,0.005191737320274115,0.6657772064208984,,,,
,0.000457686799207373,859,,,,,,,,,,,,,,
27,,859,,,,,,,,0.890625,0.004204529337584972,0.6231935024261475,,,,
27,,867,,,,,,,,,,,0.6300715804100037,0.251755028963089,0.004511580336838961,1.3902227878570557
,0.00045273170610779967,869,,,,,,,,,,,,,,
28,,869,,,,,,,,0.953125,0.0050360276363790035,0.6143381595611572,,,,
,0.00045273170610779967,879,,,,,,,,,,,,,,
28,,879,,,,,,,,0.90625,0.0034147738479077816,0.6890226006507874,,,,
,0.00045273170610779967,889,,,,,,,,,,,,,,
28,,889,,,,,,,,0.921875,0.003922237083315849,0.6520680785179138,,,,
28,,898,,,,,,,,,,,0.5918854475021362,0.2525731921195984,0.004140729084610939,1.4438905715942383
,0.0004475326615176639,899,,,,,,,,,,,,,,
29,,899,,,,,,,,0.9375,0.004595092963427305,0.6162180304527283,,,,
,0.0004475326615176639,909,,,,,,,,,,,,,,
29,,909,,,,,,,,0.953125,0.004548876546323299,0.6456055045127869,,,,
,0.0004475326615176639,919,,,,,,,,,,,,,,
29,,919,,,,,,,,0.953125,0.005418797489255667,0.5688357949256897,,,,
,0.0004475326615176639,929,,,,,,,,,,,,,,
29,,929,,,,,,,,0.8611111044883728,0.004910819232463837,0.7063873410224915,,,,
29,,929,,,,,,,,,,,0.620525062084198,0.2288421392440796,0.004806328099220991,1.443604826927185
,0.0004420959996719472,939,,,,,,,,,,,,,,
30,,939,,,,,,,,0.90625,0.004377942066639662,0.6502910852432251,,,,
,0.0004420959996719472,949,,,,,,,,,,,,,,
30,,949,,,,,,,,0.9375,0.0042048487812280655,0.644023060798645,,,,
,0.0004420959996719472,959,,,,,,,,,,,,,,
30,,959,,,,,,,,0.890625,0.004015626851469278,0.6583677530288696,,,,
30,,960,,,,,,,,,,,0.6229116916656494,0.24478985369205475,0.004537764936685562,1.450839877128601
,0.0004364283443056552,969,,,,,,,,,,,,,,
31,,969,,,,,,,,0.875,0.004634641110897064,0.6294086575508118,,,,
,0.0004364283443056552,979,,,,,,,,,,,,,,
31,,979,,,,,,,,0.890625,0.004070497117936611,0.6719090938568115,,,,
,0.0004364283443056552,989,,,,,,,,,,,,,,
31,,989,,,,,,,,0.875,0.004739502444863319,0.6910761594772339,,,,
31,,991,,,,,,,,,,,0.6276849508285522,0.2280605435371399,0.0044302185997366905,1.4829306602478027
,0.00043053660058381627,999,,,,,,,,,,,,,,
32,,999,,,,,,,,0.984375,0.004234179854393005,0.5800831317901611,,,,
,0.00043053660058381627,1009,,,,,,,,,,,,,,
32,,1009,,,,,,,,0.96875,0.005311209242790937,0.5482603311538696,,,,
,0.00043053660058381627,1019,,,,,,,,,,,,,,
32,,1019,,,,,,,,0.90625,0.004036120139062405,0.6377748250961304,,,,
32,,1022,,,,,,,,,,,0.6181384325027466,0.24476082623004913,0.003988006617873907,1.4906339645385742
,0.0004244279466886019,1029,,,,,,,,,,,,,,
33,,1029,,,,,,,,0.921875,0.0035427832044661045,0.616730272769928,,,,
,0.0004244279466886019,1039,,,,,,,,,,,,,,
33,,1039,,,,,,,,0.9375,0.0034843692556023598,0.5869561433792114,,,,
,0.0004244279466886019,1049,,,,,,,,,,,,,,
33,,1049,,,,,,,,0.953125,0.005187715869396925,0.5836514830589294,,,,
33,,1053,,,,,,,,,,,0.6157518029212952,0.23768377304077148,0.004142262972891331,1.5080479383468628
,0.00041810982507381754,1059,,,,,,,,,,,,,,
34,,1059,,,,,,,,0.875,0.003469617571681738,0.6489286422729492,,,,
,0.00041810982507381754,1069,,,,,,,,,,,,,,
34,,1069,,,,,,,,0.9375,0.0030782483518123627,0.5907632112503052,,,,
,0.00041810982507381754,1079,,,,,,,,,,,,,,
34,,1079,,,,,,,,0.953125,0.00397265050560236,0.5509850382804871,,,,
34,,1084,,,,,,,,,,,0.6085919141769409,0.2392961084842682,0.003980090841650963,1.502022624015808
,0.0004115899333974186,1089,,,,,,,,,,,,,,
35,,1089,,,,,,,,0.953125,0.003683913266286254,0.5861504077911377,,,,
,0.0004115899333974186,1099,,,,,,,,,,,,,,
35,,1099,,,,,,,,0.921875,0.00369655410759151,0.6041845679283142,,,,
,0.0004115899333974186,1109,,,,,,,,,,,,,,
35,,1109,,,,,,,,0.9375,0.004421606659889221,0.5872315168380737,,,,
35,,1115,,,,,,,,,,,0.6252983212471008,0.2419593334197998,0.0037839615251868963,1.5108734369277954
,0.0004048762151431006,1119,,,,,,,,,,,,,,
36,,1119,,,,,,,,0.953125,0.0031575344037264585,0.5765265226364136,,,,
,0.0004048762151431006,1129,,,,,,,,,,,,,,
36,,1129,,,,,,,,0.953125,0.004110823385417461,0.5727206468582153,,,,
,0.0004048762151431006,1139,,,,,,,,,,,,,,
36,,1139,,,,,,,,0.96875,0.003935379441827536,0.562411904335022,,,,
36,,1146,,,,,,,,,,,0.6014319658279419,0.25495630502700806,0.003691279562190175,1.546906590461731
,0.0003979768499423873,1149,,,,,,,,,,,,,,
37,,1149,,,,,,,,0.953125,0.003944016061723232,0.5532423257827759,,,,
,0.0003979768499423873,1159,,,,,,,,,,,,,,
37,,1159,,,,,,,,0.96875,0.0037789351772516966,0.5512462854385376,,,,
,0.0003979768499423873,1169,,,,,,,,,,,,,,
37,,1169,,,,,,,,0.96875,0.0033150427043437958,0.5429415106773376,,,,
37,,1177,,,,,,,,,,,0.6181384325027466,0.22127686440944672,0.003883643541485071,1.5270602703094482
,0.00039090024360901,1179,,,,,,,,,,,,,,
38,,1179,,,,,,,,0.984375,0.0035497411154210567,0.5678004622459412,,,,
,0.00039090024360901,1189,,,,,,,,,,,,,,
38,,1189,,,,,,,,0.953125,0.0032989911269396544,0.57768315076828,,,,
,0.00039090024360901,1199,,,,,,,,,,,,,,
38,,1199,,,,,,,,0.953125,0.0034592710435390472,0.5666521787643433,,,,
38,,1208,,,,,,,,,,,0.6085919141769409,0.24766385555267334,0.003689049044623971,1.5828107595443726
,0.00038365501789771835,1209,,,,,,,,,,,,,,
39,,1209,,,,,,,,0.984375,0.0036055610980838537,0.5371695756912231,,,,
,0.00038365501789771835,1219,,,,,,,,,,,,,,
39,,1219,,,,,,,,0.953125,0.0029646928887814283,0.5606797933578491,,,,
,0.00038365501789771835,1229,,,,,,,,,,,,,,
39,,1229,,,,,,,,0.984375,0.0036783013492822647,0.5358043909072876,,,,
,0.00038365501789771835,1239,,,,,,,,,,,,,,
39,,1239,,,,,,,,0.9722222089767456,0.0047661177814006805,0.5322405695915222,,,,
39,,1239,,,,,,,,,,,0.6014319658279419,0.22665397822856903,0.0037117607425898314,1.5727136135101318
,0.0003762500000000001,1249,,,,,,,,,,,,,,
40,,1249,,,,,,,,0.953125,0.0034112315624952316,0.554324746131897,,,,
,0.0003762500000000001,1259,,,,,,,,,,,,,,
40,,1259,,,,,,,,0.984375,0.003557130228728056,0.5235758423805237,,,,
,0.0003762500000000001,1269,,,,,,,,,,,,,,
40,,1269,,,,,,,,0.953125,0.0028958655893802643,0.5872096419334412,,,,
40,,1270,,,,,,,,,,,0.6229116916656494,0.2261529564857483,0.00368978688493371,1.5353032350540161
,0.00036869421178950805,1279,,,,,,,,,,,,,,
41,,1279,,,,,,,,1.0,0.003336955327540636,0.5207989811897278,,,,
,0.00036869421178950805,1289,,,,,,,,,,,,,,
41,,1289,,,,,,,,1.0,0.003246165346354246,0.524885356426239,,,,
,0.00036869421178950805,1299,,,,,,,,,,,,,,
41,,1299,,,,,,,,0.96875,0.0028591444715857506,0.5787515044212341,,,,
41,,1301,,,,,,,,,,,0.6085919141769409,0.22623763978481293,0.003647249424830079,1.554623007774353
,0.00036099685883029674,1309,,,,,,,,,,,,,,
42,,1309,,,,,,,,0.984375,0.0036969739012420177,0.5213388204574585,,,,
,0.00036099685883029674,1319,,,,,,,,,,,,,,
42,,1319,,,,,,,,1.0,0.003121456829831004,0.5142551064491272,,,,
,0.00036099685883029674,1329,,,,,,,,,,,,,,
42,,1329,,,,,,,,0.984375,0.0031812735833227634,0.5546482801437378,,,,
42,,1332,,,,,,,,,,,0.6038185954093933,0.23339489102363586,0.003613831242546439,1.5614304542541504
,0.0003531673191612606,1339,,,,,,,,,,,,,,
43,,1339,,,,,,,,0.9375,0.003515796735882759,0.5739452242851257,,,,
,0.0003531673191612606,1349,,,,,,,,,,,,,,
43,,1349,,,,,,,,1.0,0.003947855904698372,0.4923253357410431,,,,
,0.0003531673191612606,1359,,,,,,,,,,,,,,
43,,1359,,,,,,,,0.984375,0.002693578600883484,0.5245568752288818,,,,
43,,1363,,,,,,,,,,,0.6229116916656494,0.2216387689113617,0.003676061052829027,1.533656358718872
,0.0003452151318704383,1369,,,,,,,,,,,,,,
44,,1369,,,,,,,,0.984375,0.003703014925122261,0.508253276348114,,,,
,0.0003452151318704383,1379,,,,,,,,,,,,,,
44,,1379,,,,,,,,1.0,0.0031484621576964855,0.4891953766345978,,,,
,0.0003452151318704383,1389,,,,,,,,,,,,,,
44,,1389,,,,,,,,0.953125,0.0030559960287064314,0.5518076419830322,,,,
44,,1394,,,,,,,,,,,0.6276849508285522,0.2270069569349289,0.003604560624808073,1.5341079235076904
,0.0003371499854731031,1399,,,,,,,,,,,,,,
45,,1399,,,,,,,,1.0,0.0034095512237399817,0.5224819183349609,,,,
,0.0003371499854731031,1409,,,,,,,,,,,,,,
45,,1409,,,,,,,,0.984375,0.003247674088925123,0.5018516778945923,,,,
,0.0003371499854731031,1419,,,,,,,,,,,,,,
45,,1419,,,,,,,,1.0,0.002747510327026248,0.5111646056175232,,,,
45,,1425,,,,,,,,,,,0.6109785437583923,0.22286446392536163,0.0033536225091665983,1.5732704401016235
,0.00032898170610779956,1429,,,,,,,,,,,,,,
46,,1429,,,,,,,,1.0,0.0037389020435512066,0.48650258779525757,,,,
,0.00032898170610779956,1439,,,,,,,,,,,,,,
46,,1439,,,,,,,,0.984375,0.003990069031715393,0.514167845249176,,,,
,0.00032898170610779956,1449,,,,,,,,,,,,,,
46,,1449,,,,,,,,1.0,0.002916420577093959,0.49098122119903564,,,,
46,,1456,,,,,,,,,,,0.6157518029212952,0.23297546803951263,0.0032109995372593403,1.595394492149353
,0.00032072024556470733,1459,,,,,,,,,,,,,,
47,,1459,,,,,,,,0.984375,0.002689541783183813,0.5078869462013245,,,,
,0.00032072024556470733,1469,,,,,,,,,,,,,,
47,,1469,,,,,,,,0.984375,0.0028185443952679634,0.5321750640869141,,,,
,0.00032072024556470733,1479,,,,,,,,,,,,,,
47,,1479,,,,,,,,1.0,0.003515947610139847,0.5001568794250488,,,,
47,,1487,,,,,,,,,,,0.6038185954093933,0.2323838323354721,0.0033302512019872665,1.5521396398544312
,0.0003123756691609178,1489,,,,,,,,,,,,,,
48,,1489,,,,,,,,0.984375,0.002657614415511489,0.49274715781211853,,,,
,0.0003123756691609178,1499,,,,,,,,,,,,,,
48,,1499,,,,,,,,0.984375,0.004171663895249367,0.49670806527137756,,,,
,0.0003123756691609178,1509,,,,,,,,,,,,,,
48,,1509,,,,,,,,0.96875,0.0027404436841607094,0.5339274406433105,,,,
48,,1518,,,,,,,,,,,0.6157518029212952,0.23869994282722473,0.0032741765026003122,1.5859196186065674
,0.0003039581434773955,1519,,,,,,,,,,,,,,
49,,1519,,,,,,,,1.0,0.0029895452316850424,0.48870930075645447,,,,
,0.0003039581434773955,1529,,,,,,,,,,,,,,
49,,1529,,,,,,,,1.0,0.003224872751161456,0.5194619297981262,,,,
,0.0003039581434773955,1539,,,,,,,,,,,,,,
49,,1539,,,,,,,,1.0,0.0029124384745955467,0.5171160101890564,,,,
,0.0003039581434773955,1549,,,,,,,,,,,,,,
49,,1549,,,,,,,,0.9722222089767456,0.0039496952667832375,0.49239277839660645,,,,
49,,1549,,,,,,,,,,,0.6085919141769409,0.2375943809747696,0.0032796936575323343,1.5658202171325684
,0.00029547792397256533,1559,,,,,,,,,,,,,,
50,,1559,,,,,,,,1.0,0.0031796570401638746,0.4969296157360077,,,,
,0.00029547792397256533,1569,,,,,,,,,,,,,,
50,,1569,,,,,,,,0.984375,0.0029078181833028793,0.5175767540931702,,,,
,0.00029547792397256533,1579,,,,,,,,,,,,,,
50,,1579,,,,,,,,0.96875,0.002549110446125269,0.5369325876235962,,,,
50,,1580,,,,,,,,,,,0.6014319658279419,0.22619342803955078,0.0031575255561619997,1.5828324556350708
,0.00028694534248761627,1589,,,,,,,,,,,,,,
51,,1589,,,,,,,,0.984375,0.0031847504433244467,0.5196439027786255,,,,
,0.00028694534248761627,1599,,,,,,,,,,,,,,
51,,1599,,,,,,,,1.0,0.003615917172282934,0.4866665303707123,,,,
,0.00028694534248761627,1609,,,,,,,,,,,,,,
51,,1609,,,,,,,,0.984375,0.0031240019015967846,0.5157063007354736,,,,
51,,1611,,,,,,,,,,,0.6014319658279419,0.2404223084449768,0.003022457007318735,1.5880218744277954
,0.0002783707946587443,1619,,,,,,,,,,,,,,
52,,1619,,,,,,,,0.984375,0.0028843628242611885,0.5078014135360718,,,,
,0.0002783707946587443,1629,,,,,,,,,,,,,,
52,,1629,,,,,,,,0.984375,0.003032072214409709,0.4915286898612976,,,,
,0.0002783707946587443,1639,,,,,,,,,,,,,,
52,,1639,,,,,,,,1.0,0.0027499371208250523,0.48568472266197205,,,,
52,,1642,,,,,,,,,,,0.6062052249908447,0.2264484167098999,0.0029677858110517263,1.588157057762146
,0.0002697647272516711,1649,,,,,,,,,,,,,,
53,,1649,,,,,,,,1.0,0.002238657558336854,0.49428340792655945,,,,
,0.0002697647272516711,1659,,,,,,,,,,,,,,
53,,1659,,,,,,,,1.0,0.00269398745149374,0.4799669086933136,,,,
,0.0002697647272516711,1669,,,,,,,,,,,,,,
