epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_macro_f1,train_acc,train_loss,val_acc,val_bal_acc,val_loss
,0.0004420959996719472,949,,,,,,,,,,,
30,,949,,,,,,,1.0,0.44204479455947876,,,
,0.0004420959996719472,959,,,,,,,,,,,
30,,959,,,,,,,1.0,0.44779837131500244,,,
30,,960,,,,,,,,,0.6300715804100037,0.24261215329170227,1.493569016456604
,0.0004364283443056552,969,,,,,,,,,,,
31,,969,,,,,,,1.0,0.4419098198413849,,,
,0.0004364283443056552,979,,,,,,,,,,,
31,,979,,,,,,,1.0,0.44107547402381897,,,
,0.0004364283443056552,989,,,,,,,,,,,
31,,989,,,,,,,1.0,0.4461333453655243,,,
31,,991,,,,,,,,,0.6324582099914551,0.250424861907959,1.5267852544784546
,0.00043053660058381627,999,,,,,,,,,,,
32,,999,,,,,,,1.0,0.44486212730407715,,,
,0.00043053660058381627,1009,,,,,,,,,,,
32,,1009,,,,,,,1.0,0.4409414529800415,,,
,0.00043053660058381627,1019,,,,,,,,,,,
32,,1019,,,,,,,1.0,0.441029816865921,,,
32,,1022,,,,,,,,,0.620525062084198,0.23319466412067413,1.521090030670166
,0.0004244279466886019,1029,,,,,,,,,,,
33,,1029,,,,,,,1.0,0.4437884986400604,,,
,0.0004244279466886019,1039,,,,,,,,,,,
33,,1039,,,,,,,1.0,0.4437679946422577,,,
,0.0004244279466886019,1049,,,,,,,,,,,
33,,1049,,,,,,,1.0,0.4496462345123291,,,
33,,1053,,,,,,,,,0.6252983212471008,0.24435195326805115,1.498494267463684
,0.00041810982507381754,1059,,,,,,,,,,,
34,,1059,,,,,,,1.0,0.4428662061691284,,,
,0.00041810982507381754,1069,,,,,,,,,,,
34,,1069,,,,,,,1.0,0.4454597532749176,,,
,0.00041810982507381754,1079,,,,,,,,,,,
34,,1079,,,,,,,1.0,0.44419169425964355,,,
34,,1084,,,,,,,,,0.6181384325027466,0.24797166883945465,1.5183849334716797
,0.0004115899333974186,1089,,,,,,,,,,,
35,,1089,,,,,,,1.0,0.44103682041168213,,,
,0.0004115899333974186,1099,,,,,,,,,,,
35,,1099,,,,,,,1.0,0.4535675644874573,,,
,0.0004115899333974186,1109,,,,,,,,,,,
35,,1109,,,,,,,1.0,0.4417242705821991,,,
35,,1115,,,,,,,,,0.6396181583404541,0.24991199374198914,1.487377643585205
,0.0004048762151431006,1119,,,,,,,,,,,
36,,1119,,,,,,,1.0,0.4350937604904175,,,
,0.0004048762151431006,1129,,,,,,,,,,,
36,,1129,,,,,,,1.0,0.44431740045547485,,,
,0.0004048762151431006,1139,,,,,,,,,,,
36,,1139,,,,,,,1.0,0.4428083896636963,,,
36,,1146,,,,,,,,,0.6324582099914551,0.2574533224105835,1.5070977210998535
,0.0003979768499423873,1149,,,,,,,,,,,
37,,1149,,,,,,,1.0,0.4403315484523773,,,
,0.0003979768499423873,1159,,,,,,,,,,,
37,,1159,,,,,,,1.0,0.4432821273803711,,,
,0.0003979768499423873,1169,,,,,,,,,,,
37,,1169,,,,,,,1.0,0.4389273524284363,,,
37,,1177,,,,,,,,,0.6324582099914551,0.2519374191761017,1.510527491569519
,0.00039090024360901,1179,,,,,,,,,,,
38,,1179,,,,,,,1.0,0.4383314549922943,,,
,0.00039090024360901,1189,,,,,,,,,,,
38,,1189,,,,,,,1.0,0.4381366968154907,,,
,0.00039090024360901,1199,,,,,,,,,,,
38,,1199,,,,,,,1.0,0.44999366998672485,,,
38,,1208,,,,,,,,,0.6396181583404541,0.2569125294685364,1.4779335260391235
,0.00038365501789771835,1209,,,,,,,,,,,
39,,1209,,,,,,,1.0,0.4381463825702667,,,
,0.00038365501789771835,1219,,,,,,,,,,,
39,,1219,,,,,,,1.0,0.43748360872268677,,,
,0.00038365501789771835,1229,,,,,,,,,,,
39,,1229,,,,,,,1.0,0.43413177132606506,,,
,0.00038365501789771835,1239,,,,,,,,,,,
39,,1239,,,,,,,1.0,0.4380044639110565,,,
39,,1239,,,,,,,,,0.6372315287590027,0.2622124254703522,1.4763405323028564
,0.0003762500000000001,1249,,,,,,,,,,,
40,,1249,,,,,,,1.0,0.4395805299282074,,,
,0.0003762500000000001,1259,,,,,,,,,,,
40,,1259,,,,,,,1.0,0.43701499700546265,,,
,0.0003762500000000001,1269,,,,,,,,,,,
40,,1269,,,,,,,1.0,0.43628397583961487,,,
40,,1270,,,,,,,,,0.6420047879219055,0.2581321597099304,1.4628664255142212
,0.00036869421178950805,1279,,,,,,,,,,,
41,,1279,,,,,,,1.0,0.44638800621032715,,,
,0.00036869421178950805,1289,,,,,,,,,,,
41,,1289,,,,,,,1.0,0.43476882576942444,,,
,0.00036869421178950805,1299,,,,,,,,,,,
41,,1299,,,,,,,1.0,0.4392157793045044,,,
41,,1301,,,,,,,,,0.6467780470848083,0.2679941654205322,1.4443330764770508
,0.00036099685883029674,1309,,,,,,,,,,,
42,,1309,,,,,,,1.0,0.43555304408073425,,,
,0.00036099685883029674,1319,,,,,,,,,,,
42,,1319,,,,,,,1.0,0.43815359473228455,,,
,0.00036099685883029674,1329,,,,,,,,,,,
42,,1329,,,,,,,1.0,0.4374313950538635,,,
42,,1332,,,,,,,,,0.6300715804100037,0.2439679205417633,1.480634093284607
,0.0003531673191612606,1339,,,,,,,,,,,
43,,1339,,,,,,,1.0,0.43402478098869324,,,
,0.0003531673191612606,1349,,,,,,,,,,,
43,,1349,,,,,,,1.0,0.441081166267395,,,
,0.0003531673191612606,1359,,,,,,,,,,,
43,,1359,,,,,,,1.0,0.44606682658195496,,,
43,,1363,,,,,,,,,0.6372315287590027,0.24677033722400665,1.4507328271865845
